Cx_val,Cy_val,frequency_GHz,real,imag,reference_impedance_ohm,magnitude_linear,magnitude_dB,phase_deg_wrapped,phase_deg_unwrapped
0.7,0.7,6.774,0.890972504468,-0.208290706257,376.730313667,0.914995640444,-0.771619503058,-13.1582390412,-373.158239041
0.7,0.7,6.78,0.88970054725,-0.216061332613,376.730313667,0.915559699434,-0.766266641892,-13.6498839679,-373.649883968
0.7,0.7,6.786,0.888363956218,-0.223783660499,376.730313667,0.916116611253,-0.760984841043,-14.1389458,-374.1389458
0.7,0.7,6.792,0.886963785289,-0.231457746831,376.730313667,0.916666485142,-0.755772937829,-14.6254638366,-374.625463837
0.7,0.7,6.798,0.885501067999,-0.239083656196,376.730313667,0.917209428696,-0.750629789495,-15.1094766899,-375.10947669
0.7,0.7,6.804,0.883976817875,-0.246661460185,376.730313667,0.917745547786,-0.745554273805,-15.5910222856,-375.591022286
0.7,0.7,6.81,0.882392028833,-0.25419123689,376.730313667,0.918274946549,-0.740545289022,-16.0701378703,-376.07013787
0.7,0.7,6.816,0.880747675587,-0.261673070474,376.730313667,0.918797727394,-0.735601753686,-16.5468600229,-376.546860023
0.7,0.7,6.822,0.879044714053,-0.269107050778,376.730313667,0.919313991019,-0.730722606299,-17.021224666,-377.021224666
0.7,0.7,6.828,0.87728408175,-0.276493272959,376.730313667,0.91982383644,-0.725906804996,-17.4932670791,-377.493267079
0.7,0.7,6.834,0.875466698186,-0.283831837162,376.730313667,0.920327361008,-0.721153327193,-17.9630219111,-377.963021911
0.7,0.7,6.84,0.87359346525,-0.291122848193,376.730313667,0.920824660436,-0.716461169235,-18.4305231934,-378.430523193
0.7,0.7,6.846,0.871665267583,-0.298366415221,376.730313667,0.921315828824,-0.711829346051,-18.8958043517,-378.895804352
0.7,0.7,6.852,0.869682972953,-0.30556265149,376.730313667,0.921800958683,-0.707256890803,-19.3588982195,-379.358898219
0.7,0.7,6.858,0.867647432617,-0.312711674045,376.730313667,0.922280140961,-0.702742854546,-19.8198370493,-379.819837049
